Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
1	What Lies Beneath	2000-07-21	Dreamworks SKG	PG-13	$155,464,351	28,843,107	Thriller-or-Suspense
2	Unbreakable	2000-11-22	Walt Disney	PG-13	$90,033,796	16,703,858	Thriller-or-Suspense
3	The Cell	2000-08-18	New Line	R	$61,280,963	11,369,380	Thriller-or-Suspense
4	Vertical Limit	2000-12-08	Sony Pictures	PG-13	$51,880,114	9,625,253	Thriller-or-Suspense
5	Frequency	2000-04-28	New Line	PG-13	$44,983,704	8,345,770	Thriller-or-Suspense
6	The Talented Mr. Ripley	1999-12-24	Paramount Pictures	R	$41,520,486	7,703,244	Thriller-or-Suspense
7	The Skulls	2000-03-31	Universal	PG-13	$35,007,180	6,494,838	Thriller-or-Suspense
8	The Art of War	2000-08-25	Warner Bros.	R	$30,199,105	5,602,802	Thriller-or-Suspense
9	The Watcher	2000-09-08	Universal	R	$28,946,615	5,370,429	Thriller-or-Suspense
10	The Ninth Gate	2000-03-10	Artisan	R	$18,653,746	3,460,806	Thriller-or-Suspense
11	The Contender	2000-10-13	Dreamworks SKG	R	$17,804,273	3,303,204	Thriller-or-Suspense
12	The Sixth Sense	1999-08-06	Walt Disney	PG-13	$17,119,797	3,176,214	Thriller-or-Suspense
13	Eye of the Beholder	2000-01-28	Destination Films	R	$16,500,786	3,061,370	Thriller-or-Suspense
14	Supernova	2000-01-14	MGM	PG-13	$14,218,868	2,638,008	Thriller-or-Suspense
15	The In Crowd	2000-07-19	Warner Bros.	PG-13	$5,217,498	967,995	Thriller-or-Suspense
16	The Bone Collector	1999-11-05	Universal	R	$2,699,820	500,894	Thriller-or-Suspense
17	Blood Simple	1985-01-18	USA Films	R	$1,690,913	313,712	Thriller-or-Suspense
18	Trois	2000-02-11	Rainforest Produc…	NC-17	$1,161,843	215,555	Thriller-or-Suspense
19	Du rififi chez les hommes	1956-06-05		Not Rated	$418,016	77,553	Thriller-or-Suspense
20	Under Suspicion	2000-09-22		R	$332,235	61,639	Thriller-or-Suspense
21	Baise-moi	2000-09-15		Not Rated	$287,138	53,272	Thriller-or-Suspense
22	Deterrence	2000-03-10		R	$144,583	26,824	Thriller-or-Suspense
23	With a Friend Like Harry	2000-10-13	Miramax	R	$137,515	25,512	Thriller-or-Suspense
24	Lola rennt	1999-06-18	Sony Pictures Cla…	R	$70,231	13,029	Thriller-or-Suspense
25	Taboo	2000-10-06		Not Rated	$51,347	9,526	Thriller-or-Suspense
26	The Gift	2000-12-19	Paramount Vantage	R	$43,475	8,065	Thriller-or-Suspense
27	The Thomas Crown Affair	1999-08-06	MGM	R	$21,895	4,062	Thriller-or-Suspense
28	Buddy Boy	2000-03-24	Fine Line	R	$10,281	1,907	Thriller-or-Suspense
29	Circus	2000-09-15	Sony Pictures	R	$8,406	1,559	Thriller-or-Suspense
30	The Quarry	2000-01-21	First Run Features	Not Rated	$3,350	621	Thriller-or-Suspense
31	Brown's Requiem	2000-02-25	Avalanche Releasing	R	$3,077	570	Thriller-or-Suspense
32	Placebo Effect	2000-01-21	Phaedra Cinema	Not Rated	$1,190	220	Thriller-or-Suspense
1	Ocean's Eleven	2001-12-07	Warner Bros.	PG-13	$151,967,372	26,849,359	Thriller-or-Suspense
2	Vanilla Sky	2001-12-14	Paramount Pictures	R	$81,080,174	14,325,119	Thriller-or-Suspense
3	Training Day	2001-10-05	Warner Bros.	R	$76,261,036	13,473,681	Thriller-or-Suspense
4	Along Came a Spider	2001-04-06	Paramount Pictures	R	$74,058,698	13,084,575	Thriller-or-Suspense
5	The Score	2001-07-13	Paramount Pictures	R	$71,069,884	12,556,516	Thriller-or-Suspense
6	Don’t Say a Word	2001-09-28	20th Century Fox	R	$54,950,408	9,708,552	Thriller-or-Suspense
7	Domestic Disturbance	2001-11-02	Paramount Pictures	PG-13	$44,791,627	7,913,715	Thriller-or-Suspense
8	From Hell	2001-10-19	20th Century Fox	R	$31,519,795	5,568,868	Thriller-or-Suspense
9	Memento	2001-03-16	Newmarket Films	R	$25,544,867	4,513,227	Thriller-or-Suspense
10	15 Minutes	2001-03-09	New Line	R	$24,375,436	4,306,614	Thriller-or-Suspense
11	Joy Ride	2001-10-05	20th Century Fox	R	$21,973,182	3,882,187	Thriller-or-Suspense
12	The Pledge	2001-01-19	Warner Bros.	R	$19,719,930	3,484,086	Thriller-or-Suspense
13	The Last Castle	2001-10-19	Dreamworks SKG	R	$18,208,078	3,216,974	Thriller-or-Suspense
14	The Glass House	2001-09-14	Sony Pictures	PG-13	$17,951,431	3,171,630	Thriller-or-Suspense
15	Vertical Limit	2000-12-08	Sony Pictures	PG-13	$16,593,246	2,931,668	Thriller-or-Suspense
16	Original Sin	2001-08-03	MGM	R	$16,521,410	2,918,977	Thriller-or-Suspense
17	The Tailor of Panama	2001-03-30	Sony Pictures	R	$13,491,653	2,383,684	Thriller-or-Suspense
18	The Gift	2000-12-19	Paramount Vantage	R	$11,965,167	2,113,987	Thriller-or-Suspense
19	Antitrust	2001-01-12	MGM	PG-13	$10,965,209	1,937,316	Thriller-or-Suspense
20	The Deep End	2001-08-08	Fox Searchlight	R	$8,823,109	1,558,853	Thriller-or-Suspense
21	Mulholland Drive	2001-10-08	Universal	R	$5,780,033	1,021,207	Thriller-or-Suspense
22	Unbreakable	2000-11-22	Walt Disney	PG-13	$4,965,347	877,269	Thriller-or-Suspense
23	With a Friend Like Harry	2000-10-13	Miramax	R	$4,036,980	713,247	Thriller-or-Suspense
24	Impostor	2002-01-04	Miramax	PG-13	$3,022,523	534,014	Thriller-or-Suspense
25	Brigham City	2001-04-06	Excel Entertainment	PG-13	$852,206	150,566	Thriller-or-Suspense
26	Brother	2001-07-20	Sony Pictures Cla…	R	$450,594	79,610	Thriller-or-Suspense
27	Baise-moi	2000-09-15		Not Rated	$127,857	22,589	Thriller-or-Suspense
28	Taboo	2000-10-06		Not Rated	$80,480	14,219	Thriller-or-Suspense
29	Une affaire de goût	2001-02-02	Attitude Films	Not Rated	$48,602	8,586	Thriller-or-Suspense
30	The Body	2001-04-20	Avalanche Releasing	PG-13	$33,565	5,930	Thriller-or-Suspense
31	Du rififi chez les hommes	1956-06-05		Not Rated	$15,945	2,817	Thriller-or-Suspense
32	Fever	2001-02-02		R	$4,068	718	Thriller-or-Suspense
33	Under Suspicion	2000-09-22		R	$2,010	355	Thriller-or-Suspense
34	Protection	2001-01-26		Not Rated	$666	117	Thriller-or-Suspense
1	Signs	2002-08-02	Walt Disney	PG-13	$227,750,028	39,199,660	Thriller-or-Suspense
2	The Bourne Identity	2002-06-14	Universal	PG-13	$121,468,960	20,906,877	Thriller-or-Suspense
3	Panic Room	2002-03-29	Sony Pictures	R	$95,308,367	16,404,193	Thriller-or-Suspense
4	Red Dragon	2002-10-04	Universal	R	$92,955,420	15,999,211	Thriller-or-Suspense
5	John Q.	2002-02-15	New Line	PG-13	$71,026,631	12,224,893	Thriller-or-Suspense
6	Insomnia	2002-05-24	Warner Bros.	R	$67,263,182	11,577,139	Thriller-or-Suspense
7	Changing Lanes	2002-04-12	Paramount Pictures	R	$66,790,248	11,495,739	Thriller-or-Suspense
8	Unfaithful	2002-05-08	20th Century Fox	R	$52,752,475	9,079,599	Thriller-or-Suspense
9	High Crimes	2002-04-05	20th Century Fox	PG-13	$41,543,207	7,150,293	Thriller-or-Suspense
10	Enough	2002-05-24	Sony Pictures	PG-13	$39,177,215	6,743,066	Thriller-or-Suspense
11	Murder by Numbers	2002-04-19	Warner Bros.	R	$31,874,869	5,486,208	Thriller-or-Suspense
12	One Hour Photo	2002-08-21	Fox Searchlight	R	$31,597,131	5,438,404	Thriller-or-Suspense
13	Ocean's Eleven	2001-12-07	Warner Bros.	PG-13	$31,449,778	5,413,042	Thriller-or-Suspense
14	Dragonfly	2002-02-22	Universal	PG-13	$30,063,805	5,174,493	Thriller-or-Suspense
15	Swimfan	2002-09-06	20th Century Fox	PG-13	$28,564,995	4,916,522	Thriller-or-Suspense
16	Blood Work	2002-08-09	Warner Bros.	R	$26,199,517	4,509,383	Thriller-or-Suspense
17	Vanilla Sky	2001-12-14	Paramount Pictures	R	$19,534,684	3,362,251	Thriller-or-Suspense
18	Frailty	2002-04-12	Lionsgate	R	$13,110,448	2,256,531	Thriller-or-Suspense
19	Abandon	2002-10-18	Paramount Pictures	PG-13	$10,719,367	1,844,985	Thriller-or-Suspense
20	Trapped	2002-09-20	Sony Pictures	R	$6,916,869	1,190,511	Thriller-or-Suspense
21	Femme Fatale	2002-11-06	Warner Bros.	R	$6,630,252	1,141,179	Thriller-or-Suspense
22	The Truth About Charlie	2002-10-25	Universal	PG-13	$5,303,000	912,736	Thriller-or-Suspense
23	Birthday Girl	2002-02-01	Miramax	R	$4,919,896	846,797	Thriller-or-Suspense
24	Enigma	2002-04-19	Miramax	R	$4,298,329	739,815	Thriller-or-Suspense
25	Impostor	2002-01-04	Miramax	PG-13	$3,091,714	532,136	Thriller-or-Suspense
26	Mulholland Drive	2001-10-08	Universal	R	$1,439,545	247,770	Thriller-or-Suspense
27	Pandora's Box	2002-08-09	Kino International	R	$881,950	151,798	Thriller-or-Suspense
28	Heaven	2002-10-04	Miramax	R	$774,317	133,273	Thriller-or-Suspense
29	The Salton Sea	2002-04-26	Warner Bros.	R	$676,698	116,471	Thriller-or-Suspense
30	Domestic Disturbance	2001-11-02	Paramount Pictures	PG-13	$415,485	71,512	Thriller-or-Suspense
31	Narc	2002-12-20	Paramount Pictures	R	$315,168	54,245	Thriller-or-Suspense
32	Road	2002-09-27		Not Rated	$107,676	18,532	Thriller-or-Suspense
33	From Hell	2001-10-19	20th Century Fox	R	$78,513	13,513	Thriller-or-Suspense
34	The Bank	2002-09-06	Cinema Guild	Not Rated	$52,421	9,022	Thriller-or-Suspense
35	Interview with the Assassin	2002-11-15		R	$47,329	8,146	Thriller-or-Suspense
36	Don’t Say a Word	2001-09-28	20th Century Fox	R	$47,068	8,101	Thriller-or-Suspense
37	Gangster No. 1	2002-06-14	IFC Films	R	$30,915	5,320	Thriller-or-Suspense
38	Revolution#9	2002-11-15		Not Rated	$9,118	1,569	Thriller-or-Suspense
39	Blackwoods	2002-05-10	ThinkFilm	R	$1,500	258	Thriller-or-Suspense
1	The Recruit	2003-01-31	Walt Disney	PG-13	$52,784,696	8,753,680	Thriller-or-Suspense
2	Identity	2003-04-25	Sony Pictures	R	$52,131,264	8,645,317	Thriller-or-Suspense
3	Runaway Jury	2003-10-17	20th Century Fox	PG-13	$49,022,597	8,129,783	Thriller-or-Suspense
4	Phone Booth	2003-04-04	20th Century Fox	R	$46,566,212	7,722,423	Thriller-or-Suspense
5	Out of Time	2003-10-03	MGM	PG-13	$41,067,004	6,810,448	Thriller-or-Suspense
6	Paycheck	2003-12-25	Paramount Pictures	PG-13	$38,644,452	6,408,698	Thriller-or-Suspense
7	Basic	2003-03-28	Sony Pictures	R	$26,599,248	4,411,152	Thriller-or-Suspense
8	Cold Creek Manor	2003-09-19	Walt Disney	R	$21,384,035	3,546,274	Thriller-or-Suspense
9	The Life of David Gale	2003-02-21	Universal	R	$19,694,635	3,266,108	Thriller-or-Suspense
10	Narc	2002-12-20	Paramount Pictures	R	$10,150,491	1,683,331	Thriller-or-Suspense
11	Swimming Pool	2003-07-04	Focus Features	R	$10,130,108	1,679,951	Thriller-or-Suspense
12	The Order	2003-09-05	20th Century Fox	R	$7,659,747	1,270,273	Thriller-or-Suspense
13	In the Cut	2003-10-22	Sony Pictures	R	$4,717,455	782,330	Thriller-or-Suspense
14	à la folie... pas du tout	2003-02-14	Samuel Goldwyn Films	PG-13	$1,009,827	167,467	Thriller-or-Suspense
15	Le cercle rouge	2003-01-10		Not Rated	$372,229	61,729	Thriller-or-Suspense
16	The Statement	2003-12-12	Sony Pictures	R	$321,081	53,247	Thriller-or-Suspense
17	The Hero: Love Story of a Spy	2003-04-11		Not Rated	$285,394	47,329	Thriller-or-Suspense
18	Demonlover	2003-09-19	Palm Pictures	R	$227,365	37,705	Thriller-or-Suspense
19	Signs	2002-08-02	Walt Disney	PG-13	$219,267	36,362	Thriller-or-Suspense
20	No Good Deed	2003-09-12	Mac Releasing	R	$129,042	21,400	Thriller-or-Suspense
21	The Bank	2002-09-06	Cinema Guild	Not Rated	$35,993	5,968	Thriller-or-Suspense
22	Night of Destiny	2003-05-09	ArtMattan Films	Not Rated	$1,275	211	Thriller-or-Suspense
1	The Bourne Supremacy	2004-07-23	Universal	PG-13	$176,087,450	28,355,466	Thriller-or-Suspense
2	The Village	2004-07-30	Walt Disney	PG-13	$114,197,520	18,389,294	Thriller-or-Suspense
3	Man on Fire	2004-04-23	20th Century Fox	R	$77,906,816	12,545,380	Thriller-or-Suspense
4	Ladder 49	2004-10-01	Walt Disney	PG-13	$73,870,841	11,895,465	Thriller-or-Suspense
5	The Forgotten	2004-09-24	Sony Pictures	PG-13	$66,711,892	10,742,655	Thriller-or-Suspense
6	The Manchurian Candidate	2004-07-30	Paramount Pictures	R	$65,948,711	10,619,760	Thriller-or-Suspense
7	The Butterfly Effect	2004-01-23	New Line	R	$57,924,679	9,327,645	Thriller-or-Suspense
8	Secret Window	2004-03-12	Sony Pictures	PG-13	$47,958,031	7,722,710	Thriller-or-Suspense
9	Taking Lives	2004-03-19	Warner Bros.	R	$32,682,342	5,262,857	Thriller-or-Suspense
10	Cellular	2004-09-10	New Line	PG-13	$32,003,620	5,153,561	Thriller-or-Suspense
11	Open Water	2004-08-06	Lionsgate	R	$30,500,882	4,911,575	Thriller-or-Suspense
12	Twisted	2004-02-27	Paramount Pictures	R	$25,195,050	4,057,173	Thriller-or-Suspense
13	Paparazzi	2004-09-03	20th Century Fox	PG-13	$15,712,072	2,530,124	Thriller-or-Suspense
14	Paycheck	2003-12-25	Paramount Pictures	PG-13	$15,144,861	2,438,785	Thriller-or-Suspense
15	Godsend	2004-04-30	Lionsgate	PG-13	$14,334,645	2,308,316	Thriller-or-Suspense
16	Wicker Park	2004-09-03	MGM	PG-13	$13,001,257	2,093,600	Thriller-or-Suspense
17	Spartan	2004-03-12	Warner Bros.	R	$4,357,745	701,730	Thriller-or-Suspense
18	The Machinist	2004-10-22	Paramount Vantage	R	$1,004,511	161,757	Thriller-or-Suspense
19	The Final Cut	2004-10-15	Lionsgate	PG-13	$548,039	88,251	Thriller-or-Suspense
20	The Statement	2003-12-12	Sony Pictures	R	$444,556	71,587	Thriller-or-Suspense
21	Runaway Jury	2003-10-17	20th Century Fox	PG-13	$418,399	67,375	Thriller-or-Suspense
22	I'll Sleep When I'm Dead	2004-06-18	Paramount Vantage	R	$358,804	57,778	Thriller-or-Suspense
23	Enduring Love	2004-10-29	Paramount Vantage	R	$349,117	56,218	Thriller-or-Suspense
24	Cavale	2004-01-30	Magnolia Pictures	R	$64,796	10,434	Thriller-or-Suspense
25	Close Your Eyes	2004-04-23		Not Rated	$39,381	6,341	Thriller-or-Suspense
26	Shade	2004-04-09		R	$25,032	4,030	Thriller-or-Suspense
27	The Burial Society	2004-05-28	Regent Releasing	R	$20,580	3,314	Thriller-or-Suspense
28	Out of Time	2003-10-03	MGM	PG-13	$16,104	2,593	Thriller-or-Suspense
29	Reeseville	2004-05-07	Innovation Film G…	R	$14,496	2,334	Thriller-or-Suspense
30	La mentale	2004-02-13		Not Rated	$12,842	2,067	Thriller-or-Suspense
31	Who Killed Bambi?	2004-11-12	Strand	Not Rated	$9,675	1,557	Thriller-or-Suspense
32	Demonlover	2003-09-19	Palm Pictures	R	$4,391	707	Thriller-or-Suspense
1	Flightplan	2005-09-23	Walt Disney	PG-13	$89,132,263	13,905,189	Thriller-or-Suspense
2	Four Brothers	2005-08-12	Paramount Pictures	R	$74,494,381	11,621,588	Thriller-or-Suspense
3	Sin City	2005-04-01	Miramax/Dimension	R	$74,103,820	11,560,658	Thriller-or-Suspense
4	The Interpreter	2005-04-22	Universal	PG-13	$72,708,161	11,342,926	Thriller-or-Suspense
5	Red Eye	2005-08-19	Dreamworks SKG	PG-13	$57,891,803	9,031,482	Thriller-or-Suspense
6	Syriana	2005-11-23	Warner Bros.	R	$37,725,004	5,885,336	Thriller-or-Suspense
7	Derailed	2005-11-11	Weinstein Co.	R	$35,679,977	5,566,299	Thriller-or-Suspense
8	The Constant Gardener	2005-08-31	Focus Features	R	$33,579,798	5,238,658	Thriller-or-Suspense
9	A History of Violence	2005-09-23	New Line	R	$31,198,508	4,867,161	Thriller-or-Suspense
10	Munich	2005-12-23	Universal	R	$14,270,545	2,226,294	Thriller-or-Suspense
11	Cry Wolf	2005-09-16	Focus/Rogue Pictures	PG-13	$10,047,674	1,567,499	Thriller-or-Suspense
12	The Jacket	2005-03-04	Warner Independent	R	$6,301,131	983,015	Thriller-or-Suspense
13	Underclassman	2005-09-02	Miramax	PG-13	$5,654,777	882,180	Thriller-or-Suspense
14	Mindhunters	2005-05-13	Miramax/Dimension	R	$4,476,235	698,320	Thriller-or-Suspense
15	Stay	2005-10-21	20th Century Fox	R	$3,626,883	565,816	Thriller-or-Suspense
16	Layer Cake	2005-05-13	Sony Pictures Cla…	R	$2,339,957	365,047	Thriller-or-Suspense
17	Oldboy	2005-03-25	Tartan Films	R	$707,391	110,357	Thriller-or-Suspense
18	Ladder 49	2004-10-01	Walt Disney	PG-13	$670,866	104,659	Thriller-or-Suspense
19	Match Point	2005-12-28	Dreamworks SKG	R	$600,542	93,688	Thriller-or-Suspense
20	Asylum	2005-08-12	Paramount Vantage	R	$375,403	58,565	Thriller-or-Suspense
21	Dot the I	2005-03-11	Freestyle Releasing	R	$306,224	47,772	Thriller-or-Suspense
22	Kontroll	2005-04-01	ThinkFilm	R	$237,183	37,002	Thriller-or-Suspense
23	The Machinist	2004-10-22	Paramount Vantage	R	$77,533	12,095	Thriller-or-Suspense
24	The Matador	2005-12-30	Weinstein Co.	R	$69,100	10,780	Thriller-or-Suspense
25	The Other Side of the Street	2005-02-25	Strand	Not Rated	$55,459	8,651	Thriller-or-Suspense
26	Chocolate: Deep Dark Secrets	2005-09-16	Eros Entertainment	Not Rated	$49,000	7,644	Thriller-or-Suspense
27	Boksuneun naui geot	2005-08-19	Tartan Films	R	$45,145	7,042	Thriller-or-Suspense
28	Classe Tous Risques	1963-01-01	Rialto Pictures	Not Rated	$38,232	5,964	Thriller-or-Suspense
29	Fascination	2005-01-28	MGM	R	$16,670	2,600	Thriller-or-Suspense
30	Salinsui Chooeok	2005-07-15	Palm Pictures	Not Rated	$14,131	2,204	Thriller-or-Suspense
31	Enduring Love	2004-10-29	Paramount Vantage	R	$9,145	1,426	Thriller-or-Suspense
32	Who Killed Bambi?	2004-11-12	Strand	Not Rated	$4,725	737	Thriller-or-Suspense
33	Kalyug	2005-12-09	Kria	Not Rated	$1,435	223	Thriller-or-Suspense
1	The Da Vinci Code	2006-05-19	Sony Pictures	PG-13	$217,536,138	33,211,624	Thriller-or-Suspense
2	Inside Man	2006-03-24	Universal	R	$88,634,237	13,531,944	Thriller-or-Suspense
3	Déjà Vu	2006-11-22	Walt Disney	PG-13	$61,574,479	9,400,683	Thriller-or-Suspense
4	The Prestige	2006-10-20	Walt Disney	PG-13	$52,474,548	8,011,381	Thriller-or-Suspense
5	Firewall	2006-02-10	Warner Bros.	PG-13	$48,751,189	7,442,929	Thriller-or-Suspense
6	Lady in the Water	2006-07-21	Warner Bros.	PG-13	$42,285,169	6,455,750	Thriller-or-Suspense
7	The Sentinel	2006-04-21	20th Century Fox	PG-13	$36,280,697	5,539,037	Thriller-or-Suspense
8	Snakes on a Plane	2006-08-18	New Line	R	$34,020,814	5,194,017	Thriller-or-Suspense
9	Munich	2005-12-23	Universal	R	$33,108,545	5,054,739	Thriller-or-Suspense
10	The Descent	2006-08-04	Lionsgate	R	$26,024,456	3,973,199	Thriller-or-Suspense
11	The Black Dahlia	2006-09-15	Universal	R	$22,672,813	3,461,498	Thriller-or-Suspense
12	Lucky Number Slevin	2006-04-07	MGM	R	$22,495,466	3,434,422	Thriller-or-Suspense
13	Match Point	2005-12-28	Dreamworks SKG	R	$22,489,384	3,433,493	Thriller-or-Suspense
14	Syriana	2005-11-23	Warner Bros.	R	$13,099,616	1,999,941	Thriller-or-Suspense
15	The Matador	2005-12-30	Weinstein Co.	R	$12,520,155	1,911,474	Thriller-or-Suspense
16	The Return	2006-11-10	Focus Features	PG-13	$7,744,785	1,182,409	Thriller-or-Suspense
17	Turistas	2006-12-01	20th Century Fox	R	$6,947,433	1,060,676	Thriller-or-Suspense
18	Basic Instinct 2	2006-03-31	Sony Pictures	R	$5,946,136	907,807	Thriller-or-Suspense
19	A Scanner Darkly	2006-07-07	Warner Bros.	R	$5,501,616	839,941	Thriller-or-Suspense
20	Catch a Fire	2006-10-27	Focus Features	PG-13	$4,299,773	656,453	Thriller-or-Suspense
21	Children of Men	2006-12-25	Universal	R	$1,307,419	199,605	Thriller-or-Suspense
22	Flightplan	2005-09-23	Walt Disney	PG-13	$574,725	87,744	Thriller-or-Suspense
23	Derailed	2005-11-11	Weinstein Co.	R	$340,086	51,921	Thriller-or-Suspense
24	A History of Violence	2005-09-23	New Line	R	$295,274	45,080	Thriller-or-Suspense
25	Chinjeolhan geumjassi	2006-05-04	Tartan Films	Not Rated	$211,667	32,315	Thriller-or-Suspense
26	The Fallen Idol	1949-11-15	Rialto Pictures	Not Rated	$141,502	21,603	Thriller-or-Suspense
27	13 Tzameti	2006-07-28	Palm Pictures	Not Rated	$121,390	18,532	Thriller-or-Suspense
28	La Demoiselle d'honneur	2006-08-04	First Run Features	Not Rated	$107,485	16,409	Thriller-or-Suspense
29	Cavite	2006-05-26	Truly Indie	Not Rated	$70,071	10,697	Thriller-or-Suspense
30	Classe Tous Risques	1963-01-01	Rialto Pictures	Not Rated	$57,181	8,729	Thriller-or-Suspense
31	Moonlight	2006-05-19	Indican Pictures	Not Rated	$50,204	7,664	Thriller-or-Suspense
32	The Zodiac	2006-03-17	ThinkFilm	R	$45,148	6,892	Thriller-or-Suspense
33	El Aura	2006-11-17	IFC Films	Not Rated	$41,392	6,319	Thriller-or-Suspense
34	Hate Crime	2005-09-23	Pasidg Productions	R	$40,981	6,256	Thriller-or-Suspense
35	Unknown	2006-11-03	IFC Films	Not Rated	$26,403	4,030	Thriller-or-Suspense
36	The Dead Girl	2006-12-29	First Look	R	$2,000	305	Thriller-or-Suspense
37	Boksuneun naui geot	2005-08-19	Tartan Films	R	$98	14	Thriller-or-Suspense
38	Zyzzyx Rd.	2006-02-24	Regent Releasing	Not Rated	$20	3	Thriller-or-Suspense
1	The Bourne Ultimatum	2007-08-03	Universal	PG-13	$227,471,070	33,062,655	Thriller-or-Suspense
2	Disturbia	2007-04-13	Paramount Pictures	PG-13	$80,818,974	11,746,943	Thriller-or-Suspense
3	Premonition	2007-03-16	Sony Pictures	PG-13	$47,852,604	6,955,320	Thriller-or-Suspense
4	Shooter	2007-03-23	Paramount Pictures	R	$47,003,582	6,831,915	Thriller-or-Suspense
5	Fracture	2007-04-20	New Line	R	$39,004,700	5,669,287	Thriller-or-Suspense
6	The Brave One	2007-09-14	Warner Bros.	R	$36,793,804	5,347,936	Thriller-or-Suspense
7	The Number 23	2007-02-23	New Line	R	$35,193,167	5,115,285	Thriller-or-Suspense
8	Children of Men	2006-12-25	Universal	R	$34,244,964	4,977,465	Thriller-or-Suspense
9	Breach	2007-02-16	Universal	PG-13	$33,000,880	4,796,639	Thriller-or-Suspense
10	Mr. Brooks	2007-06-01	MGM	R	$28,476,219	4,138,985	Thriller-or-Suspense
11	Hannibal Rising	2007-02-09	Weinstein Co.	R	$27,669,725	4,021,762	Thriller-or-Suspense
12	Nancy Drew	2007-06-15	Warner Bros.	PG	$25,584,685	3,718,704	Thriller-or-Suspense
13	Perfect Stranger	2007-04-13	Sony Pictures	R	$23,760,822	3,453,607	Thriller-or-Suspense
14	The Invisible	2007-04-27	Walt Disney	PG-13	$20,568,319	2,989,581	Thriller-or-Suspense
15	Vacancy	2007-04-20	Sony Pictures	R	$19,063,007	2,770,785	Thriller-or-Suspense
16	Eastern Promises	2007-09-14	Focus Features	R	$17,181,265	2,497,276	Thriller-or-Suspense
17	The Hitcher	2007-01-19	Focus Features	R	$16,379,582	2,380,753	Thriller-or-Suspense
18	The Invasion	2007-08-17	Warner Bros.	PG-13	$15,074,191	2,191,016	Thriller-or-Suspense
19	Awake	2007-11-30	Weinstein Co.	R	$14,139,086	2,055,099	Thriller-or-Suspense
20	Rendition	2007-10-19	New Line	R	$9,736,045	1,415,122	Thriller-or-Suspense
21	I Know Who Killed Me	2007-07-27	Sony Pictures	R	$7,233,485	1,051,378	Thriller-or-Suspense
22	Zwartboek	2007-04-06	Sony Pictures Cla…	R	$4,398,532	639,321	Thriller-or-Suspense
23	Sunshine	2007-07-20	Fox Searchlight	R	$3,688,560	536,127	Thriller-or-Suspense
24	Illegal Tender	2007-08-24	Universal	R	$3,054,430	443,957	Thriller-or-Suspense
25	Ma Fille, Mon Ange	2007-02-13	Alliance Atlantis	Not Rated	$2,779,545	404,003	Thriller-or-Suspense
26	Déjà Vu	2006-11-22	Walt Disney	PG-13	$2,464,137	358,159	Thriller-or-Suspense
27	Slow Burn	2007-04-13	Lionsgate	R	$1,237,615	179,885	Thriller-or-Suspense
28	Blade Runner	1982-06-25	Warner Bros.	R	$1,178,808	171,338	Thriller-or-Suspense
29	Thr3e	2007-01-05	The Bigger Picture	PG-13	$1,008,849	146,635	Thriller-or-Suspense
30	Paprika	2007-05-25	Sony Pictures Cla…	R	$881,302	128,096	Thriller-or-Suspense
31	Sarah Landon and the Parano…	2007-10-19	Freestyle Releasing	PG	$817,935	118,885	Thriller-or-Suspense
32	The Prestige	2006-10-20	Walt Disney	PG-13	$615,343	89,439	Thriller-or-Suspense
33	Joshua	2007-07-06	Fox Searchlight	R	$482,355	70,109	Thriller-or-Suspense
34	Sleuth	2007-10-12	Sony Pictures Cla…	R	$338,264	49,166	Thriller-or-Suspense
35	Youth Without Youth	2007-12-14	Sony Pictures Cla…	R	$166,602	24,215	Thriller-or-Suspense
36	Fay Grim	2007-05-18	Magnolia Pictures	R	$126,714	18,417	Thriller-or-Suspense
37	Civic Duty	2007-05-04	Freestyle Releasing	R	$95,953	13,946	Thriller-or-Suspense
38	Revolver	2007-12-07	Samuel Goldwyn Films	R	$84,738	12,316	Thriller-or-Suspense
39	Le Doulos	2007-06-29	Rialto Pictures	Not Rated	$82,772	12,030	Thriller-or-Suspense
40	Turistas	2006-12-01	20th Century Fox	R	$80,329	11,675	Thriller-or-Suspense
41	Right at Your Door	2007-08-24	Lionsgate	R	$64,802	9,418	Thriller-or-Suspense
42	Hak se wui yi wo wai kwai	2007-04-25	Tartan Films	Not Rated	$55,758	8,104	Thriller-or-Suspense
43	The Situation	2007-02-02	Shadow	R	$48,896	7,106	Thriller-or-Suspense
44	Ils	2007-08-03	Slowhand Cinema	R	$26,062	3,788	Thriller-or-Suspense
45	Arnolds Park	2007-10-19	The Movie Partners	PG-13	$23,616	3,432	Thriller-or-Suspense
46	Chacun sa nuit	2007-06-29	Strand	Not Rated	$18,435	2,679	Thriller-or-Suspense
47	The Dead Girl	2006-12-29	First Look	R	$17,875	2,598	Thriller-or-Suspense
48	El Aura	2006-11-17	IFC Films	Not Rated	$17,412	2,530	Thriller-or-Suspense
49	Descent	2007-08-10	City Lights Pictures	R	$15,233	2,214	Thriller-or-Suspense
50	Alone with Her	2007-01-17	IFC Films	Not Rated	$10,787	1,567	Thriller-or-Suspense
51	Splinter	2007-08-17	Magic Lamp	R	$10,497	1,525	Thriller-or-Suspense
52	If I Didn't Care	2007-08-03	Artistic License	Not Rated	$8,527	1,239	Thriller-or-Suspense
